;********************
;2013.03.13日按TT语料统计词频整理
;据ju、去qu、需xu 、略lve4、虐nve4
;与Cizu_60K.txt的主要区别，删除类似”数据统计、大力发展、代表大会”等词，词频采用TT统计的词频
;20130318“新浪、微博、新浪网、个大降频	;20130326更新词频;2013.03.28增3.6词组
;20130401增加网络词汇2500个;20130403更新词频;2013.04.27添加常用三字词删除低频字词，补齐天干地支
;20130520增四三字词删除低频字词	;20130604增歇后语;20130605重新统计词频	;20130622 人名放入add_Nmame.txt 20130706删低频两字词
协查	xie2 cha2	4900000
话还没说完	hua4 hai2 mei2 shuo1 wan2	4890000
眼高手低	yan3 gao1 shou3 di1	4890000
青春年少	qing1 chun1 nian2 shao4	4890000
紧追不舍	jin3 zhui1 bu4 she3	4890000
肺腑之言	fei4 fu3 zhi1 yan2	4890000
真搞不懂	zhen1 gao3 bu4 dong3	4890000
我替你	wo3 ti4 ni3	4890000
血癌	xue4 ai2	4890000
恬不知耻	tian2 bu4 zhi1 chi3	4890000
不饿了	bu4 e4 le5	4890000
西二旗	xi1 er4 qi2	4890000
消化消化	xiao1 hua4 xiao1 hua4	4890000
去法国	qu4 fa3 guo2	4890000
急死我	ji2 si3 wo3	4890000
急死我了	ji2 si3 wo3 le5	4890000
帅小伙	shuai4 xiao3 huo3	4890000
百会	bai3 hui4	4890000
有事没事	you3 shi4 mei2 shi4	4890000
失约	shi1 yue1	4890000
你在乎	ni3 zai4 hu1	4890000
没味道	mei2 wei4 dao4	4890000
还有车	hai2 you3 che1	4890000
能回去	neng2 hui2 qu4	4890000
开小差	kai1 xiao3 chai1	4890000
一出戏	yi1 chu1 xi4	4890000
读书声	du2 shu1 sheng1	4890000
六百多	liu4 bai3 duo1	4890000
滚水	gun3 shui3	4890000
考呢	kao3 ne5	4890000
尽义务	jin4 yi4 wu4	4890000
看以后	kan4 yi3 hou4	4890000
暗下来	an4 xia4 lai2	4890000
老不老	lao3 bu4 lao3	4890000
你签名	ni3 qian1 ming2	4890000
节骨眼	jie1 gu3 yan3	4890000
给你拿	gei3 ni3 na2	4890000
你好了吗	ni3 hao3 le5 ma1	4890000
你我问你	ni3 wo3 wen4 ni3	4890000
抽干	chou1 gan1	4890000
待嫁	dai4 jia4	4890000
跟你说话	gen1 ni3 shuo1 hua4	4890000
劫数	jie2 shu4	4890000
九界	jiu3 jie4	4890000
门柱	men2 zhu4	4890000
母婴店	mu3 ying1 dian4	4890000
收到不	shou1 dao4 bu4	4890000
我不想去	wo3 bu4 xiang3 qu4	4890000
我替	wo3 ti4	4890000
先练	xian1 lian4	4890000
线面	xian4 mian4	4890000
眼高	yan3 gao1	4890000
意林	yi4 lin2	4890000
咋地了	za3 di4 le5	4890000
方方正正	fang1 fang1 zheng4 zheng4	4890000
他光	ta1 guang1	4890000
长上	zhang3 shang4	4890000
大副	da4 fu4	4890000
黑卡	hei1 ka3	4890000
杀谁	sha1 shei2	4890000
杀谁	sha1 shui2	4890000
真搞	zhen1 gao3	4890000
老色	lao3 se4	4890000
去赚	qu4 zhuan4	4890000
品冠	pin3 guan1	4890000
抱胸	bao4 xiong1	4890000
飞秒	fei1 miao3	4890000
软格	ruan3 ge2	4890000
少走弯路	shao3 zou3 wan1 lu4	4880000
拿得起	na2 de2 qi3	4880000
夷为平地	yi2 wei2 ping2 di4	4880000
心有余而力不足	xin1 you3 yu2 er2 li4 bu4 zu2	4880000
孤芳自赏	gu1 fang1 zi4 shang3	4880000
围追堵截	wei2 zhui1 du3 jie2	4880000
不修边幅	bu4 xiu1 bian1 fu2	4880000
心理平衡	xin1 li3 ping2 heng2	4880000
欲盖弥彰	yu4 gai4 mi2 zhang1	4880000
甘拜下风	gan1 bai4 xia4 feng1	4880000
怒目而视	nu4 mu4 er2 shi4	4880000
笑抽了	xiao4 chou1 le5	4880000
都湿了	dou1 shi1 le5	4880000
好久没来	hao3 jiu3 mei2 lai2	4880000
你在哪儿	ni3 zai4 na3 er2	4880000
我困了	wo3 kun4 le5	4880000
彭泽	peng2 ze2	4880000
夏津	xia4 jin1	4880000
囧人	jiong3 ren2	4880000
土豆粉	tu3 dou4 fen3	4880000
一百倍	yi1 bai3 bei4	4880000
六祖	liu4 zu3	4880000
很二	hen3 er4	4880000
深蹲	shen1 dun1	4880000
二氧化氮	er4 yang3 hua4 dan4	4880000
蓑衣	suo1 yi1	4880000
一位女士	yi1 wei4 nv3 shi4	4880000
时弊	shi2 bi4	4880000
经得住	jing1 de2 zhu4	4880000
不挑食	bu4 tiao1 shi2	4880000
没见面	mei2 jian4 mian4	4880000
白天黑夜	bai2 tian1 hei1 ye4	4880000
主抓	zhu3 zhua1	4880000
我也想买	wo3 ye3 xiang3 mai3	4880000
生闷气	sheng1 men4 qi4	4880000
就摔	jiu4 shuai1	4880000
妄加	wang4 jia1	4880000
像往常一样	xiang4 wang3 chang2 yi1 yang4	4880000
发晕	fa1 yun1	4880000
不修	bu4 xiu1	4880000
代理点	dai4 li3 dian3	4880000
对否	dui4 fou3	4880000
风光带	feng1 guang1 dai4	4880000
买呀	mai3 ya1	4880000
扑通扑通	pu1 tong1 pu1 tong1	4880000
氢气球	qing1 qi4 qiu2	4880000
然然	ran2 ran2	4880000
什么饭	shen2 me5 fan4	4880000
睡一会儿	shui4 yi1 hui4 er2	4880000
锁定胜局	suo3 ding4 sheng4 ju2	4880000
我困	wo3 kun4	4880000
我挺喜欢	wo3 ting3 xi3 huan1	4880000
舞蹈队	wu3 dao3 dui4	4880000
笑抽	xiao4 chou1	4880000
洋子	yang2 zi3	4880000
义务兵	yi4 wu4 bing1	4880000
藏个	cang2 ge4	4880000
扣个	kou4 ge4	4880000
别骂	bie2 ma4	4880000
开遍	kai1 bian4	4880000
我冒	wo3 mao4	4880000
白起	bai2 qi3	4880000
少走	shao3 zou3	4880000
对否	dui4 fou3	4880000
这觉	zhe4 jue2	4880000
灯杆	deng1 gan1	4880000
三塘	san1 tang2	4880000
色域	se4 yu4	4880000
新钢	xin1 gang1	4880000
也却	ye3 que4	4880000
摸不着头脑	mo1 bu4 zhao2 tou2 nao3	4870000
童年时代	tong2 nian2 shi2 dai4	4870000
很高兴认识你	hen3 gao1 xing4 ren4 shi2 ni3	4870000
露个脸	lou4 ge4 lian3	4870000
城市大学	cheng2 shi4 da4 xue2	4870000
胡搅蛮缠	hu2 jiao3 man2 chan2	4870000
家里穷	jia1 li3 qiong2	4870000
奇了怪	qi2 le5 guai4	4870000
两男两女	liang3 nan2 liang3 nv3	4870000
好上加好	hao3 shang4 jia1 hao4	4870000
中卫市	zhong1 wei4 shi4	4870000
限电	xian4 dian4	4870000
人头马	ren2 tou2 ma3	4870000
春夜	chun1 ye4	4870000
黑麦	hei1 mai4	4870000
方糖	fang1 tang2	4870000
有雪	you3 xue3	4870000
我总感觉	wo3 zong3 gan3 jue2	4870000
侧睡	ce4 shui4	4870000
双重标准	shuang1 chong2 biao1 zhun3	4870000
值机	zhi2 ji1	4870000
毛毛雨	mao2 mao2 yu3	4870000
恶评	e4 ping2	4870000
你多久	ni3 duo1 jiu3	4870000
上劲	shang4 jin4	4870000
遣散	qian3 san4	4870000
出去啊	chu1 qu4 a1	4870000
花架子	hua1 jia4 zi3	4870000
渡过难关	du4 guo4 nan2 guan1	4870000
画圈	hua4 quan1	4870000
比你好	bi3 ni3 hao3	4870000
起伏不定	qi3 fu2 bu4 ding4	4870000
留一下	liu2 yi1 xia4	4870000
拗口	ao4 kou3	4870000
快回答	kuai4 hui2 da2	4870000
没那么快	mei2 na4 me5 kuai4	4870000
瞎操心	xia1 cao1 xin1	4870000
幅员辽阔	fu2 yuan2 liao2 kuo4	4870000
等我去	deng3 wo3 qu4	4870000
岛主	dao3 zhu3	4870000
动了心	dong4 le5 xin1	4870000
概念机	gai4 nian4 ji1	4870000
快回	kuai4 hui2	4870000
你不爱我了	ni3 bu4 ai4 wo3 le5	4870000
天哥	tian1 ge1	4870000
细腿	xi4 tui3	4870000
壮男	zhuang4 nan2	4870000
花儿朵朵	hua1 er2 duo3 duo3	4870000
松口气	song1 kou3 qi4	4870000
疼呢	teng2 ne5	4870000
哄得	hong1 de2	4870000
我拆	wo3 chai1	4870000
修呢	xiu1 ne5	4870000
并着	bing4 zhe5	4870000
可欣	ke3 xin1	4870000
就黄	jiu4 huang2	4870000
半头	ban4 tou2	4870000
广文	guang3 wen2	4870000
群分	qun2 fen1	4870000
时光荏苒	shi2 guang1 ren3 ran3	4860000
名目繁多	ming2 mu4 fan2 duo1	4860000
桂林米粉	gui4 lin2 mi3 fen3	4860000
悬而未决	xuan2 er2 wei4 jue2	4860000
台前幕后	tai2 qian2 mu4 hou4	4860000
爱莫能助	ai4 mo4 neng2 zhu4	4860000
翻箱倒柜	fan1 xiang1 dao3 gui4	4860000
军嫂	jun1 sao3	4860000
被抛弃了	bei4 pao1 qi4 le5	4860000
歪理邪说	wai1 li3 xie2 shuo1	4860000
挂档	gua4 dang4	4860000
冰峰	bing1 feng1	4860000
好郁闷	hao3 yu4 men4	4860000
杀猪刀	sha1 zhu1 dao1	4860000
偷得	tou1 de2	4860000
敌敌畏	di2 di2 wei4	4860000
给老爸	gei3 lao3 ba4	4860000
梦呓	meng4 yi4	4860000
去约会	qu4 yue1 hui4	4860000
娱乐界	yu2 le4 jie4	4860000
看看呢	kan4 kan4 ne5	4860000
说穿了	shuo1 chuan1 le5	4860000
无节制	wu2 jie2 zhi4	4860000
兜着走	dou1 zhe5 zou3	4860000
我都忘了	wo3 dou1 wang4 le5	4860000
喊来	han3 lai2	4860000
唤作	huan4 zuo4	4860000
我跟他们	wo3 gen1 ta1 men5	4860000
才想起来	cai2 xiang3 qi3 lai2	4860000
分线器	fen1 xian4 qi4	4860000
功利性	gong1 li4 xing4	4860000
接不到	jie1 bu4 dao4	4860000
姐妹团	jie3 mei4 tuan2	4860000
六院	liu4 yuan4	4860000
贴完	tie1 wan2	4860000
我吃完	wo3 chi1 wan2	4860000
明天还	ming2 tian1 hai2	4860000
杀吗	sha1 ma1	4860000
好杂	hao3 za2	4860000
照给	zhao4 gei3	4860000
再老	zai4 lao3	4860000
光让	guang1 rang4	4860000
也刷	ye3 shua1	4860000
总创	zong3 chuang4	4860000
找上门来	zhao3 shang4 men2 lai2	4850000
小盆友	xiao3 pen2 you3	4850000
太高兴了	tai4 gao1 xing4 le5	4850000
憨态可掬	han1 tai4 ke3 ju1	4850000
冒个泡	mao4 ge4 pao4	4850000
情为何物	qing2 wei2 he2 wu4	4850000
登门拜访	deng1 men2 bai4 fang3	4850000
天南海北	tian1 nan2 hai3 bei3	4850000
不进则退	bu4 jin4 ze2 tui4	4850000
饥寒交迫	ji1 han2 jiao1 po4	4850000
身外之物	shen1 wai4 zhi1 wu4	4850000
绿草如茵	lv4 cao3 ru2 yin1	4850000
黄金搭档	huang2 jin1 da1 dang4	4850000
三长两短	san1 chang2 liang3 duan3	4850000
破涕为笑	po4 ti4 wei2 xiao4	4850000
前仰后合	qian2 yang3 hou4 he2	4850000
经院	jing1 yuan4	4850000
肯不肯	ken3 bu4 ken3	4850000
死不承认	si3 bu4 cheng2 ren4	4850000
你走后	ni3 zou3 hou4	4850000
妻子儿女	qi1 zi3 er2 nv3	4850000
杀鸡儆猴	sha1 ji1 jing3 hou2	4850000
中科大	zhong1 ke1 da4	4850000
太阳雨	tai4 yang2 yu3	4850000
强势股	qiang2 shi4 gu3	4850000
笔会	bi3 hui4	4850000
工薪族	gong1 xin1 zu2	4850000
打发走	da3 fa1 zou3	4850000
你妹啊	ni3 mei4 a1	4850000
折桂	zhe2 gui4	4850000
还要吃	hai2 yao4 chi1	4850000
苏州河	su1 zhou1 he2	4850000
罹难	li2 nan4	4850000
绿竹	lv4 zhu2	4850000
海鸟	hai3 niao3	4850000
系鞋带	ji4 xie2 dai4	4850000
法事	fa3 shi4	4850000
新闻系	xin1 wen2 xi4	4850000
关张	guan1 zhang1	4850000
老有所养	lao3 you3 suo3 yang3	4850000
暴风骤雨	bao4 feng1 zhou4 yu3	4850000
奶糕	nai3 gao1	4850000
悔悟	hui3 wu4	4850000
我请客	wo3 qing3 ke4	4850000
牛皮糖	niu2 pi2 tang2	4850000
不可战胜	bu4 ke3 zhan4 sheng4	4850000
压货	ya1 huo4	4850000
怕鬼	pa4 gui3	4850000
没睡着	mei2 shui4 zhao2	4850000
走得快	zou3 de2 kuai4	4850000
你去吃	ni3 qu4 chi1	4850000
不管是不是	bu4 guan3 shi4 bu4 shi4	4850000
温饱问题	wen1 bao3 wen4 ti2	4850000
闷着	men4 zhe5	4850000
帮你看	bang1 ni3 kan4	4850000
人味	ren2 wei4	4850000
换了号	huan4 le5 hao4	4850000
快乐购	kuai4 le4 gou4	4850000
每个班	mei3 ge4 ban1	4850000
美脚	mei3 jiao3	4850000
模式化	mo2 shi4 hua4	4850000
派件	pai4 jian4	4850000
牵着走	qian1 zhe5 zou3	4850000
烧完	shao1 wan2	4850000
十八号	shi2 ba1 hao4	4850000
踢馆	ti1 guan3	4850000
照片啊	zhao4 pian4 a1	4850000
刚分	gang1 fen1	4850000
来错	lai2 cuo4	4850000
内湖	nei4 hu2	4850000
下榜	xia4 bang3	4850000
三优	san1 you1	4850000
五戒	wu3 jie4	4850000
正念	zheng4 nian4	4850000
一个人啊	yi1 ge4 ren2 a1	4840000
时光飞逝	shi2 guang1 fei1 shi4	4840000
囊中羞涩	nang2 zhong1 xiu1 se4	4840000
尽在不言中	jin4 zai4 bu4 yan2 zhong1	4840000
我懂了	wo3 dong3 le5	4840000
态度恶劣	tai4 du4 e4 lie4	4840000
漂洋过海	piao1 yang2 guo4 hai3	4840000
无关痛痒	wu2 guan1 tong4 yang3	4840000
没猜错	mei2 cai1 cuo4	4840000
扭扭捏捏	niu3 niu3 nie1 nie1	4840000
摇头叹息	yao2 tou2 tan4 xi1	4840000
金昌市	jin1 chang1 shi4	4840000
五晚	wu3 wan3	4840000
谱子	pu3 zi3	4840000
厨师长	chu2 shi1 zhang3	4840000
东想西想	dong1 xiang3 xi1 xiang3	4840000
入团	ru4 tuan2	4840000
天气不错	tian1 qi4 bu4 cuo4	4840000
抒怀	shu1 huai2	4840000
男同胞	nan2 tong2 bao1	4840000
油彩	you2 cai3	4840000
剪刀手	jian3 dao1 shou3	4840000
五个小时	wu3 ge4 xiao3 shi2	4840000
光屁股	guang1 pi4 gu3	4840000
一支支	yi1 zhi1 zhi1	4840000
今天一天	jin1 tian1 yi1 tian1	4840000
巧思	qiao3 si1	4840000
遣送	qian3 song4	4840000
大领导	da4 ling3 dao3	4840000
正步	zheng4 bu4	4840000
他老是	ta1 lao3 shi4	4840000
臆测	yi4 ce4	4840000
脏兮兮	zang1 xi1 xi1	4840000
底气不足	di3 qi4 bu4 zu2	4840000
很好吧	hen3 hao3 ba1	4840000
现在想起来	xian4 zai4 xiang3 qi3 lai2	4840000
不大一样	bu4 da4 yi1 yang4	4840000
不关机	bu4 guan1 ji1	4840000
丛丛	cong2 cong2	4840000
绘图员	hui4 tu2 yuan2	4840000
可爱型	ke3 ai4 xing2	4840000
勒个去	le4 ge4 qu4	4840000
太强大了	tai4 qiang2 da4 le5	4840000
讨论群	tao3 lun4 qun2	4840000
一百多万	yi1 bai3 duo1 wan4	4840000
一会就是	yi1 hui4 jiu4 shi4	4840000
一针一线	yi1 zhen1 yi1 xian4	4840000
住呢	zhu4 ne5	4840000
资源点	zi1 yuan2 dian3	4840000
那学校	na4 xue2 xiao4	4840000
水电气	shui3 dian4 qi4	4840000
宣传处	xuan1 chuan2 chu4	4840000
太痛	tai4 tong4	4840000
脏不	zang1 bu4	4840000
白喉	bai2 hou2	4840000
蓝盘	lan2 pan2	4840000
去整	qu4 zheng3	4840000
后奏	hou4 zou4	4840000
能率	neng2 lv4	4840000
能率	neng2 shuai4	4840000
让找	rang4 zhao3	4840000
宠信	chong3 xin4	4840000
快听	kuai4 ting1	4840000
快吐	kuai4 tu3	4840000
哪组	na3 zu3	4840000
破头	po4 tou2	4840000
偷钱	tou1 qian2	4840000
学样	xue2 yang4	4840000
陆陆续续	lu4 lu4 xu4 xu4	4830000
花样百出	hua1 yang4 bai3 chu1	4830000
吃饭睡觉	chi1 fan4 shui4 jiao4	4830000
第一节课	di4 yi1 jie2 ke4	4830000
一睁眼	yi1 zheng1 yan3	4830000
千头万绪	qian1 tou2 wan4 xu4	4830000
临危受命	lin2 wei1 shou4 ming4	4830000
一以贯之	yi1 yi3 guan4 zhi1	4830000
害人害己	hai4 ren2 hai4 ji3	4830000
大兴土木	da4 xing1 tu3 mu4	4830000
举起手来	ju3 qi3 shou3 lai2	4830000
图谋不轨	tu2 mou2 bu4 gui3	4830000
肩负重任	jian1 fu4 zhong4 ren4	4830000
哇咔咔	wa1 ka1 ka1	4830000
凤凰台	feng4 huang2 tai2	4830000
烟民	yan1 min2	4830000
松潘	song1 pan1	4830000
留级	liu2 ji2	4830000
蓝带	lan2 dai4	4830000
安魂	an1 hun2	4830000
他估计	ta1 gu1 ji4	4830000
脚痛	jiao3 tong4	4830000
小酌	xiao3 zhuo2	4830000
砍树	kan3 shu4	4830000
鼠药	shu3 yao4	4830000
劣根性	lie4 gen1 xing4	4830000
霉味	mei2 wei4	4830000
你滴	ni3 di1	4830000
陪客	pei2 ke4	4830000
试验品	shi4 yan4 pin3	4830000
小事儿	xiao3 shi4 er2	4830000
饶了我吧	rao2 le5 wo3 ba1	4830000
怎么滴	zen3 me5 di1	4830000
怏怏	yang4 yang4	4830000
别激动	bie2 ji1 dong4	4830000
就这么点	jiu4 zhe4 me5 dian3	4830000
风凉话	feng1 liang2 hua4	4830000
生气啊	sheng1 qi4 a1	4830000
不嘛	bu4 ma5	4830000
我猜测	wo3 cai1 ce4	4830000
你不也是	ni3 bu4 ye3 shi4	4830000
超差	chao1 cha1	4830000
吵了一架	chao3 le5 yi1 jia4	4830000
大头儿子	da4 tou2 er2 zi3	4830000
风凉	feng1 liang2	4830000
两个样	liang3 ge4 yang4	4830000
没丢	mei2 diu1	4830000
上完网	shang4 wan2 wang3	4830000
喂点	wei4 dian3	4830000
无人能敌	wu2 ren2 neng2 di2	4830000
笑而不语	xiao4 er2 bu4 yu3	4830000
这个表情	zhe4 ge4 biao3 qing2	4830000
你破	ni3 po4	4830000
太凉	tai4 liang2	4830000
好逑	hao4 qiu2	4830000
念给	nian4 gei3	4830000
段考	duan4 kao3	4830000
狂少	kuang2 shao4	4830000
先衰	xian1 shuai1	4830000
就顾	jiu4 gu4	4830000
就遭	jiu4 zao1	4830000
外租	wai4 zu1	4830000
波风	bo1 feng1	4830000
多嘛	duo1 ma5	4830000
跑量	pao3 liang4	4830000
新雅	xin1 ya3	4830000
真真切切	zhen1 zhen1 qie4 qie4	4820000
我怕谁	wo3 pa4 shei2	4820000
我怕谁	wo3 pa4 shui2	4820000
一生幸福	yi1 sheng1 xing4 fu2	4820000
引人瞩目	yin3 ren2 zhu3 mu4	4820000
傲视群雄	ao4 shi4 qun2 xiong2	4820000
请客吃饭	qing3 ke4 chi1 fan4	4820000
不咋样	bu4 za3 yang4	4820000
长久之计	chang2 jiu3 zhi1 ji4	4820000
同仇敌忾	tong2 chou2 di2 kai4	4820000
触类旁通	chu4 lei4 pang2 tong1	4820000
不认人	bu4 ren4 ren2	4820000
我看见你	wo3 kan4 jian4 ni3	4820000
五福临门	wu3 fu2 lin2 men2	4820000
老谋深算	lao3 mou2 shen1 suan4	4820000
功利主义	gong1 li4 zhu3 yi4	4820000
奇了怪了	qi2 le5 guai4 le5	4820000
今日下午	jin1 ri4 xia4 wu3	4820000
夏邑	xia4 yi4	4820000
歧路	qi2 lu4	4820000
货梯	huo4 ti1	4820000
维文	wei2 wen2	4820000
靓妹	liang4 mei4	4820000
瞒不过	man2 bu4 guo4	4820000
暂别	zan4 bie2	4820000
黄花岗	huang2 hua1 gang3	4820000
丑男	chou3 nan2	4820000
女儿红	nv3 er2 hong2	4820000
黑狗	hei1 gou3	4820000
脚疼	jiao3 teng2	4820000
倒刺	dao4 ci4	4820000
失算	shi1 suan4	4820000
官话	guan1 hua4	4820000
开心哦	kai1 xin1 o4	4820000
心痒	xin1 yang3	4820000
都幸福	dou1 xing4 fu2	4820000
联系不到	lian2 xi4 bu4 dao4	4820000
恶心人	e4 xin1 ren2	4820000
合得来	he2 de2 lai2	4820000
姐姐好	jie3 jie3 hao3	4820000
近两年来	jin4 liang3 nian2 lai2	4820000
回见	hui2 jian4	4820000
你提前	ni3 ti2 qian2	4820000
都不干	dou1 bu4 gan1	4820000
不对吧	bu4 dui4 ba1	4820000
你老是	ni3 lao3 shi4	4820000
还被我	hai2 bei4 wo3	4820000
你都不敢	ni3 dou1 bu4 gan3	4820000
我当然知道	wo3 dang1 ran2 zhi1 dao4	4820000
打折卡	da3 zhe2 ka3	4820000
倒三角	dao4 san1 jiao3	4820000
倒腾	dao3 teng2	4820000
冻成	dong4 cheng2	4820000
读点书	du2 dian3 shu1	4820000
骑着马	qi2 zhe5 ma3	4820000
痛并快乐着	tong4 bing4 kuai4 le4 zhe5	4820000
关心人	guan1 xin1 ren2	4820000
那在哪	na4 zai4 na3	4820000
姚家园	yao2 jia1 yuan2	4820000
巧啊	qiao3 a1	4820000
听声	ting1 sheng1	4820000
短些	duan3 xie1	4820000
先退	xian1 tui4	4820000
在坏	zai4 huai4	4820000
多封	duo1 feng1	4820000
表相	biao3 xiang4	4820000
乱战	luan4 zhan4	4820000
棉棒	mian2 bang4	4820000
强哥	qiang2 ge1	4820000
写稿	xie3 gao3	4820000
期待已久	qi1 dai4 yi3 jiu3	4810000
我看错	wo3 kan4 cuo4	4810000
不二法门	bu4 er4 fa3 men2	4810000
暴露无遗	bao4 lu4 wu2 yi2	4810000
不满足于	bu4 man3 zu2 yu2	4810000
自行安排	zi4 xing2 an1 pai2	4810000
北京语言大学	bei3 jing1 yu3 yan2 da4 xue2	4810000
大吵大闹	da4 chao3 da4 nao4	4810000
千刀万剐	qian1 dao1 wan4 gua3	4810000
深谋远虑	shen1 mou2 yuan3 lv4	4810000
你回去吧	ni3 hui2 qu4 ba1	4810000
农商行	nong2 shang1 hang2	4810000
外勤	wai4 qin2	4810000
容城	rong2 cheng2	4810000
度夏	du4 xia4	4810000
土鸡蛋	tu3 ji1 dan4	4810000
牛肉丸	niu2 rou4 wan2	4810000
熟手	shu2 shou3	4810000
看上去很美	kan4 shang4 qu4 hen3 mei3	4810000
皋兰	gao1 lan2	4810000
铅球	qian1 qiu2	4810000
违宪	wei2 xian4	4810000
失散多年	shi1 san4 duo1 nian2	4810000
买肉	mai3 rou4	4810000
奸计	jian1 ji4	4810000
前一天晚上	qian2 yi1 tian1 wan3 shang4	4810000
我难受	wo3 nan2 shou4	4810000
用膳	yong4 shan4	4810000
我想给你	wo3 xiang3 gei3 ni3	4810000
就不看	jiu4 bu4 kan4	4810000
多得很	duo1 de2 hen3	4810000
锃亮	zeng4 liang4	4810000
这话说的	zhe4 hua4 shuo1 de5	4810000
复仇记	fu4 chou2 ji4	4810000
改没改	gai3 mei2 gai3	4810000
介怀	jie4 huai2	4810000
喵了个咪	miao1 le5 ge4 mi1	4810000
求罩	qiu2 zhao4	4810000
我尽力	wo3 jin4 li4	4810000
真实版	zhen1 shi2 ban3	4810000
师兄师姐	shi1 xiong1 shi1 jie3	4810000
有大有小	you3 da4 you3 xiao3	4810000
头呢	tou2 ne5	4810000
充吗	chong1 ma1	4810000
困得	kun4 de2	4810000
没升	mei2 sheng1	4810000
可早	ke3 zao3	4810000
猪粪	zhu1 fen4	4810000
就饿	jiu4 e4	4810000
平治	ping2 zhi4	4810000
辞旧迎新	ci2 jiu4 ying2 xin1	4800000
半身不遂	ban4 shen1 bu4 sui2	4800000
门庭若市	men2 ting2 ruo4 shi4	4800000
坑蒙拐骗	keng1 meng1 guai3 pian4	4800000
有心无力	you3 xin1 wu2 li4	4800000
人仰马翻	ren2 yang3 ma3 fan1	4800000
话没说完	hua4 mei2 shuo1 wan2	4800000
一个人睡	yi1 ge4 ren2 shui4	4800000
笑里藏刀	xiao4 li3 cang2 dao1	4800000
满怀深情	man3 huai2 shen1 qing2	4800000
黏黏糊糊	nian2 nian2 hu2 hu2	4800000
滑膜炎	hua2 mo2 yan2	4800000
马帮	ma3 bang1	4800000
团总支	tuan2 zong3 zhi1	4800000
素心	su4 xin1	4800000
鸡冻	ji1 dong4	4800000
豁出去了	huo1 chu1 qu4 le5	4800000
字根	zi4 gen1	4800000
卖唱	mai4 chang4	4800000
师哥	shi1 ge1	4800000
出巡	chu1 xun2	4800000
葡萄架	pu2 tao2 jia4	4800000
翘起来	qiao4 qi3 lai2	4800000
开胃菜	kai1 wei4 cai4	4800000
单相思	dan1 xiang1 si1	4800000
几天啊	ji3 tian1 a1	4800000
轻喜剧	qing1 xi3 ju4	4800000
大笨蛋	da4 ben4 dan4	4800000
居心叵测	ju1 xin1 po3 ce4	4800000
无用功	wu2 yong4 gong1	4800000
加一起	jia1 yi1 qi3	4800000
不可低估	bu4 ke3 di1 gu1	4800000
还亲	hai2 qin1	4800000
韧劲	ren4 jin4	4800000
拿主意	na2 zhu3 yi4	4800000
厚一点	hou4 yi1 dian3	4800000
叫喊声	jiao4 han3 sheng1	4800000
发不出去	fa1 bu4 chu1 qu4	4800000
鬼叫	gui3 jiao4	4800000
就他妈	jiu4 ta1 ma1	4800000
扣你	kou4 ni3	4800000
离歌	li2 ge1	4800000
你多会	ni3 duo1 hui4	4800000
你学什么	ni3 xue2 shen2 me5	4800000
天才相师	tian1 cai2 xiang1 shi1	4800000
推荐书	tui1 jian4 shu1	4800000
我看错了	wo3 kan4 cuo4 le5	4800000
一个就够	yi1 ge4 jiu4 gou4	4800000
没烧	mei2 shao1	4800000
大笨	da4 ben4	4800000
蓝雨	lan2 yu3	4800000
多课	duo1 ke4	4800000
让行	rang4 xing2	4800000
本镇	ben3 zhen4	4800000
含山	han2 shan1	4800000
三雄	san1 xiong2	4800000
双侠	shuang1 xia2	4800000
用惯	yong4 guan4	4800000
终身难忘	zhong1 shen1 nan2 wang4	4790000
大连海事大学	da4 lian2 hai3 shi4 da4 xue2	4790000
壶口瀑布	hu2 kou3 pu4 bu4	4790000
盛况空前	sheng4 kuang4 kong1 qian2	4790000
百年一遇	bai3 nian2 yi1 yu4	4790000
大禹治水	da4 yu3 zhi4 shui3	4790000
有什么不可以	you3 shen2 me5 bu4 ke3 yi3	4790000
理都不理	li3 dou1 bu4 li3	4790000
升国旗	sheng1 guo2 qi2	4790000
什么节目	shen2 me5 jie2 mu4	4790000
泰瑞	tai4 rui4	4790000
沐阳	mu4 yang2	4790000
合住	he2 zhu4	4790000
赛艇	sai4 ting3	4790000
拍几张	pai1 ji3 zhang1	4790000
滚远	gun3 yuan3	4790000
西和	xi1 he2	4790000
刁民	diao1 min2	4790000
搜神记	sou1 shen2 ji4	4790000
建群	jian4 qun2	4790000
保外	bao3 wai4	4790000
牡丹卡	mu3 dan1 ka3	4790000
金不换	jin1 bu4 huan4	4790000
妯娌	zhou2 li3	4790000
横排	heng2 pai2	4790000
死性	si3 xing4	4790000
乙巳	yi3 si4	4790000
芳名	fang1 ming2	4790000
急病	ji2 bing4	4790000
抱佛脚	bao4 fo2 jiao3	4790000
三天两	san1 tian1 liang3	4790000
干坏事	gan4 huai4 shi4	4790000
这种天气	zhe4 zhong3 tian1 qi4	4790000
敬上	jing4 shang4	4790000
两个班	liang3 ge4 ban1	4790000
全然不知	quan2 ran2 bu4 zhi1	4790000
你懂什么	ni3 dong3 shen2 me5	4790000
你不出来	ni3 bu4 chu1 lai2	4790000
你都不来	ni3 dou1 bu4 lai2	4790000
不做爱	bu4 zuo4 ai4	4790000
打错字	da3 cuo4 zi4	4790000
淡如水	dan4 ru2 shui3	4790000
