;********************
;2013.03.13日按TT语料统计词频整理
;据ju、去qu、需xu 、略lve4、虐nve4
;与Cizu_60K.txt的主要区别，删除类似”数据统计、大力发展、代表大会”等词，词频采用TT统计的词频
;20130318“新浪、微博、新浪网、个大降频	;20130326更新词频;2013.03.28增3.6词组
;20130401增加网络词汇2500个;20130403更新词频;2013.04.27添加常用三字词删除低频字词，补齐天干地支
;20130520增四三字词删除低频字词	;20130604增歇后语;20130605重新统计词频	;20130622 人名放入add_Nmame.txt 20130706删低频两字词
反转	fan3 zhuan3	36000000
胰岛素	yi2 dao3 su4	36000000
废气	fei4 qi4	36000000
校外	xiao4 wai4	36000000
黄帝	huang2 di4	36000000
最漂亮	zui4 piao4 liang4	36000000
一袋	yi1 dai4	36000000
牛头	niu2 tou2	36000000
抢险	qiang3 xian3	36000000
排线	pai2 xian4	36000000
尿液	niao4 ye4	36000000
光标	guang1 biao1	36000000
刻度	ke4 du4	36000000
自取	zi4 qu3	36000000
四家	si4 jia1	36000000
酷暑	ku4 shu3	36000000
认真做好	ren4 zhen1 zuo4 hao3	36000000
售卖	shou4 mai4	36000000
失明	shi1 ming2	36000000
后边	hou4 bian1	36000000
剧毒	ju4 du2	36000000
说英语	shuo1 ying1 yu3	36000000
任用	ren4 yong4	36000000
不要忘记	bu4 yao4 wang4 ji4	36000000
来吗	lai2 ma1	36000000
和以前	he2 yi3 qian2	36000000
半月板	ban4 yue4 ban3	36000000
那女	na4 nv3	36000000
都学	dou1 xue2	36000000
母公司	mu3 gong1 si1	36000000
毁坏	hui3 huai4	36000000
听我说	ting1 wo3 shuo1	36000000
牵扯	qian1 che3	36000000
互为	hu4 wei2	36000000
打破了	da3 po4 le5	36000000
躲开	duo3 kai1	36000000
蜿蜒	wan1 yan2	36000000
说我要	shuo1 wo3 yao4	36000000
听到这	ting1 dao4 zhe4	36000000
附在	fu4 zai4	36000000
我会有	wo3 hui4 you3	36000000
溜了	liu1 le5	36000000
这使得	zhe4 shi3 de2	36000000
多过	duo1 guo4	36000000
更简单	geng4 jian3 dan1	36000000
匿了	ni4 le5	36000000
我看你是	wo3 kan4 ni3 shi4	36000000
我女儿	wo3 nv3 er2	36000000
她打	ta1 da3	36000000
狂打	kuang2 da3	36000000
车厂	che1 chang3	36000000
人干	ren2 gan4	36000000
就停	jiu4 ting2	36000000
打图	da3 tu2	36000000
最便宜的	zui4 pian2 yi2 de5	35900000
如何将	ru2 he2 jiang4	35900000
不干胶	bu4 gan1 jiao1	35900000
理赔	li3 pei2	35900000
大运	da4 yun4	35900000
任我	ren4 wo3	35900000
致远	zhi4 yuan3	35900000
公办	gong1 ban4	35900000
大修	da4 xiu1	35900000
外销	wai4 xiao1	35900000
白羊	bai2 yang2	35900000
收养	shou1 yang3	35900000
橡木	xiang4 mu4	35900000
舞步	wu3 bu4	35900000
快递员	kuai4 di4 yuan2	35900000
视网膜	shi4 wang3 mo2	35900000
套路	tao4 lu4	35900000
放大镜	fang4 da4 jing4	35900000
氧化物	yang3 hua4 wu4	35900000
中端	zhong1 duan1	35900000
通货	tong1 huo4	35900000
通路	tong1 lu4	35900000
富强	fu4 qiang2	35900000
蓬松	peng2 song1	35900000
这年头	zhe4 nian2 tou2	35900000
生锈	sheng1 xiu4	35900000
广告位	guang3 gao4 wei4	35900000
一念	yi1 nian4	35900000
搭讪	da1 shan4	35900000
绚烂	xuan4 lan4	35900000
处世	chu3 shi4	35900000
教书	jiao1 shu1	35900000
闪动	shan3 dong4	35900000
没办	mei2 ban4	35900000
没有钱	mei2 you3 qian2	35900000
废除	fei4 chu2	35900000
各县	ge4 xian4	35900000
不要做	bu4 yao4 zuo4	35900000
不力	bu4 li4	35900000
静谧	jing4 mi4	35900000
平生	ping2 sheng1	35900000
案发	an4 fa1	35900000
张张	zhang1 zhang1	35900000
离地	li2 di4	35900000
更上	geng4 shang4	35900000
主办方	zhu3 ban4 fang1	35900000
尽职	jin4 zhi2	35900000
已近	yi3 jin4	35900000
完全相同	wan2 quan2 xiang1 tong2	35900000
闪现	shan3 xian4	35900000
够大	gou4 da4	35900000
可接受	ke3 jie1 shou4	35900000
说不清	shuo1 bu4 qing1	35900000
过了吗	guo4 le5 ma1	35900000
买车了	mai3 che1 le5	35900000
没敢	mei2 gan3	35900000
而得名	er2 de2 ming2	35900000
没有达到	mei2 you3 da2 dao4	35900000
同理	tong2 li3	35900000
那才	na4 cai2	35900000
只留下	zhi3 liu2 xia4	35900000
以供	yi3 gong4	35900000
也才	ye3 cai2	35900000
注意休息	zhu4 yi4 xiu1 xi1	35900000
每平方	mei3 ping2 fang1	35900000
你又是	ni3 you4 shi4	35900000
玩网游	wan2 wang3 you2	35900000
服么	fu2 me5	35900000
去用	qu4 yong4	35900000
人接	ren2 jie1	35900000
能提	neng2 ti2	35900000
再放	zai4 fang4	35900000
佳肴	jia1 yao2	35800000
八百	ba1 bai3	35800000
十二星座	shi2 er4 xing1 zuo4	35800000
手打	shou3 da3	35800000
国旅	guo2 lv3	35800000
英语水平	ying1 yu3 shui3 ping2	35800000
保定市	bao3 ding4 shi4	35800000
几个月了	ji3 ge4 yue4 le5	35800000
天元	tian1 yuan2	35800000
三更	san1 geng1	35800000
我怀孕	wo3 huai2 yun4	35800000
姻缘	yin1 yuan2	35800000
超酷	chao1 ku4	35800000
两座	liang3 zuo4	35800000
长廊	chang2 lang2	35800000
南宋	nan2 song4	35800000
制胜	zhi4 sheng4	35800000
止咳	zhi3 ke2	35800000
乡土	xiang1 tu3	35800000
受审	shou4 shen3	35800000
济州岛	ji4 zhou1 dao3	35800000
中世纪	zhong1 shi4 ji4	35800000
买方	mai3 fang1	35800000
棉裤	mian2 ku4	35800000
毒蛇	du2 she2	35800000
年收入	nian2 shou1 ru4	35800000
会飞	hui4 fei1	35800000
讲讲	jiang3 jiang3	35800000
断网	duan4 wang3	35800000
微分	wei1 fen1	35800000
叫好	jiao4 hao3	35800000
超额	chao1 e2	35800000
三餐	san1 can1	35800000
国力	guo2 li4	35800000
一株	yi1 zhu1	35800000
谢啦	xie4 la1	35800000
惆怅	chou2 chang4	35800000
不羁	bu4 ji1	35800000
搞错	gao3 cuo4	35800000
流过	liu2 guo4	35800000
考入	kao3 ru4	35800000
按着	an4 zhe5	35800000
往里	wang3 li3	35800000
摘下	zhai1 xia4	35800000
没学	mei2 xue2	35800000
提高警惕	ti2 gao1 jing3 ti4	35800000
阅历	yue4 li4	35800000
多金	duo1 jin1	35800000
赶往	gan3 wang3	35800000
语调	yu3 diao4	35800000
阐明	chan3 ming2	35800000
觉觉	jiao4 jiao4	35800000
劝你	quan4 ni3	35800000
过了没	guo4 le5 mei2	35800000
等处	deng3 chu3	35800000
很显然	hen3 xian3 ran2	35800000
皱着	zhou4 zhe5	35800000
所有这些	suo3 you3 zhe4 xie1	35800000
想你想的	xiang3 ni3 xiang3 de5	35800000
他开	ta1 kai1	35800000
我店	wo3 dian4	35800000
通和	tong1 he2	35800000
绿色通道	lv4 se4 tong1 dao4	35700000
临沂市	lin2 yi2 shi4	35700000
顺其自然	shun4 qi2 zi4 ran2	35700000
学园	xue2 yuan2	35700000
民生银行	min2 sheng1 yin2 hang2	35700000
化疗	hua4 liao2	35700000
养血	yang3 xue4	35700000
他乡	ta1 xiang1	35700000
管网	guan3 wang3	35700000
北街	bei3 jie1	35700000
胰腺	yi2 xian4	35700000
白细胞	bai2 xi4 bao1	35700000
工场	gong1 chang3	35700000
之魂	zhi1 hun2	35700000
新方法	xin1 fang1 fa3	35700000
烟灰	yan1 hui1	35700000
软骨	ruan3 gu3	35700000
大肚	da4 du4	35700000
把手机	ba3 shou3 ji1	35700000
多维	duo1 wei2	35700000
云雾	yun2 wu4	35700000
丝棉	si1 mian2	35700000
四步	si4 bu4	35700000
两片	liang3 pian4	35700000
纷争	fen1 zheng1	35700000
邪恶的	xie2 e4 de5	35700000
地雷	di4 lei2	35700000
折旧	zhe2 jiu4	35700000
不哭不哭	bu4 ku1 bu4 ku1	35700000
巨石	ju4 shi2	35700000
染上	ran3 shang4	35700000
作怪	zuo4 guai4	35700000
护送	hu4 song4	35700000
肮脏	ang1 zang1	35700000
希望得到	xi1 wang4 de2 dao4	35700000
平邮	ping2 you2	35700000
打错	da3 cuo4	35700000
招手	zhao1 shou3	35700000
几回	ji3 hui2	35700000
我交	wo3 jiao1	35700000
如若	ru2 ruo4	35700000
所持	suo3 chi2	35700000
不惯	bu4 guan4	35700000
震天	zhen4 tian1	35700000
意气	yi4 qi4	35700000
这颗	zhe4 ke1	35700000
运气好	yun4 qi4 hao3	35700000
架上	jia4 shang4	35700000
妥当	tuo3 dang4	35700000
为辅	wei2 fu3	35700000
让人有	rang4 ren2 you3	35700000
而用	er2 yong4	35700000
我虽然	wo3 sui1 ran2	35700000
那可是	na4 ke3 shi4	35700000
真知灼见	zhen1 zhi1 zhuo2 jian4	35700000
也可以说	ye3 ke3 yi3 shuo1	35700000
键盘膜	jian4 pan2 mo2	35700000
喜欢你的	xi3 huan1 ni3 de5	35700000
下的车	xia4 de5 che1	35700000
也没办法	ye3 mei2 ban4 fa3	35700000
一般都是	yi1 ban1 dou1 shi4	35700000
一千多	yi1 qian1 duo1	35700000
这么说的	zhe4 me5 shuo1 de5	35700000
都那么	dou1 na4 me5	35700000
你分	ni3 fen1	35700000
钱哪	qian2 na3	35700000
说罢	shuo1 ba4	35700000
拿单	na2 dan1	35700000
男女不限	nan2 nv3 bu4 xian4	35600000
阿弥陀佛	e1 mi2 tuo2 fo2	35600000
什么颜色	shen2 me5 yan2 se4	35600000
大单	da4 dan1	35600000
猎豹	lie4 bao4	35600000
今起	jin1 qi3	35600000
西班牙语	xi1 ban1 ya2 yu3	35600000
见面会	jian4 mian4 hui4	35600000
野人	ye3 ren2	35600000
金鼎	jin1 ding3	35600000
高烧	gao1 shao1	35600000
溜冰	liu1 bing1	35600000
议论文	yi4 lun4 wen2	35600000
外事	wai4 shi4	35600000
莲子	lian2 zi3	35600000
低保	di1 bao3	35600000
板房	ban3 fang2	35600000
中欧	zhong1 ou1	35600000
破灭	po4 mie4	35600000
古老的	gu3 lao3 de5	35600000
想哭	xiang3 ku1	35600000
色斑	se4 ban1	35600000
开胃	kai1 wei4	35600000
理我了	li3 wo3 le5	35600000
客串	ke4 chuan4	35600000
中点	zhong1 dian3	35600000
享乐	xiang3 le4	35600000
水系	shui3 xi4	35600000
到那里	dao4 na4 li3	35600000
落寞	luo4 mo4	35600000
礼金	li3 jin1	35600000
黑发	hei1 fa4	35600000
送给你	song4 gei3 ni3	35600000
太热	tai4 re4	35600000
冷落	leng3 luo4	35600000
下放	xia4 fang4	35600000
非正常	fei1 zheng4 chang2	35600000
军委	jun1 wei3	35600000
波涛	bo1 tao1	35600000
病床	bing4 chuang2	35600000
网络化	wang3 luo4 hua4	35600000
别去	bie2 qu4	35600000
算个	suan4 ge4	35600000
钱没	qian2 mei2	35600000
南面	nan2 mian4	35600000
动容	dong4 rong2	35600000
制度化	zhi4 du4 hua4	35600000
几秒钟	ji3 miao3 zhong1	35600000
家子	jia1 zi3	35600000
难堪	nan2 kan1	35600000
有组织	you3 zu3 zhi1	35600000
以你	yi3 ni3	35600000
一直以为	yi1 zhi2 yi3 wei2	35600000
镇压	zhen4 ya1	35600000
有一对	you3 yi1 dui4	35600000
没点	mei2 dian3	35600000
那么有	na4 me5 you3	35600000
算了吧	suan4 le5 ba1	35600000
淘汰了	tao2 tai4 le5	35600000
一干	yi1 gan1	35600000
你要我	ni3 yao4 wo3	35600000
分合	fen1 he2	35600000
断断	duan4 duan4	35600000
比你的	bi3 ni3 de5	35600000
客户经理	ke4 hu4 jing1 li3	35600000
掌柜的	zhang3 gui4 de5	35600000
只是说	zhi3 shi4 shuo1	35600000
空压	kong1 ya1	35600000
又得	you4 dei3	35600000
火中	huo3 zhong1	35600000
最起	zui4 qi3	35600000
品胜	pin3 sheng4	35600000
风景秀丽	feng1 jing3 xiu4 li4	35500000
说了算	shuo1 le5 suan4	35500000
黑河	hei1 he2	35500000
故里	gu4 li3	35500000
夜场	ye4 chang3	35500000
宝山区	bao3 shan1 qu1	35500000
爱上你	ai4 shang4 ni3	35500000
跌破	die1 po4	35500000
长高	zhang3 gao1	35500000
路北	lu4 bei3	35500000
建房	jian4 fang2	35500000
被撞	bei4 zhuang4	35500000
防撞	fang2 zhuang4	35500000
亟待	ji2 dai4	35500000
劫持	jie2 chi2	35500000
女歌手	nv3 ge1 shou3	35500000
点名	dian3 ming2	35500000
寄生虫	ji4 sheng1 chong2	35500000
吹牛	chui1 niu2	35500000
总署	zong3 shu3	35500000
持枪	chi2 qiang1	35500000
倍增	bei4 zeng1	35500000
喝奶	he1 nai3	35500000
好痛	hao3 tong4	35500000
童颜	tong2 yan2	35500000
狠心	hen3 xin1	35500000
唠叨	lao2 dao1	35500000
虐恋	nve4 lian4	35500000
配个	pei4 ge4	35500000
起因	qi3 yin1	35500000
发错	fa1 cuo4	35500000
看医生	kan4 yi1 sheng1	35500000
心智	xin1 zhi4	35500000
太早	tai4 zao3	35500000
拍手	pai1 shou3	35500000
我说话	wo3 shuo1 hua4	35500000
感觉我	gan3 jue2 wo3	35500000
用意	yong4 yi4	35500000
折断	zhe2 duan4	35500000
都不懂	dou1 bu4 dong3	35500000
戒备	jie4 bei4	35500000
牛乳	niu2 ru3	35500000
刺眼	ci4 yan3	35500000
有名气	you3 ming2 qi4	35500000
还应该	hai2 ying1 gai1	35500000
给下	gei3 xia4	35500000
会讲	hui4 jiang3	35500000
我们国家	wo3 men5 guo2 jia1	35500000
精神状态	jing1 shen2 zhuang4 tai4	35500000
无所谓的	wu2 suo3 wei4 de5	35500000
贵公司	gui4 gong1 si1	35500000
就有人	jiu4 you3 ren2	35500000
看得出来	kan4 de2 chu1 lai2	35500000
而论	er2 lun4	35500000
替他	ti4 ta1	35500000
虽然我们	sui1 ran2 wo3 men5	35500000
忍忍	ren3 ren3	35500000
清清楚楚	qing1 qing1 chu3 chu3	35500000
啊这是	a1 zhe4 shi4	35500000
足有	zu2 you3	35500000
不起来了	bu4 qi3 lai2 le5	35500000
怎么不回	zen3 me5 bu4 hui2	35500000
怎么说呢	zen3 me5 shuo1 ne5	35500000
多产	duo1 chan3	35500000
为天	wei2 tian1	35500000
化学反应	hua4 xue2 fan3 ying4	35400000
软件园	ruan3 jian4 yuan2	35400000
石块	shi2 kuai4	35400000
遂宁	sui4 ning2	35400000
不动产	bu4 dong4 chan3	35400000
团聚	tuan2 ju4	35400000
备课	bei4 ke4	35400000
林业局	lin2 ye4 ju2	35400000
川大	chuan1 da4	35400000
妇联	fu4 lian2	35400000
钓竿	diao4 gan1	35400000
盖世	gai4 shi4	35400000
药理	yao4 li3	35400000
对焦	dui4 jiao1	35400000
咪咪	mi1 mi1	35400000
苍天	cang1 tian1	35400000
沿江	yan2 jiang1	35400000
一叶	yi1 ye4	35400000
三天内	san1 tian1 nei4	35400000
正太	zheng4 tai4	35400000
亲民	qin1 min2	35400000
睡醒	shui4 xing3	35400000
和妈妈	he2 ma1 ma1	35400000
是神马	shi4 shen2 ma3	35400000
很好听	hen3 hao3 ting1	35400000
父女	fu4 nv3	35400000
板砖	ban3 zhuan1	35400000
阴天	yin1 tian1	35400000
漱口	shu4 kou3	35400000
撤退	che4 tui4	35400000
有什么东西	you3 shen2 me5 dong1 xi1	35400000
末年	mo4 nian2	35400000
因为爱	yin1 wei2 ai4	35400000
在法国	zai4 fa3 guo2	35400000
还活着	hai2 huo2 zhe5	35400000
底气	di3 qi4	35400000
红润	hong2 run4	35400000
自认	zi4 ren4	35400000
本刊	ben3 kan1	35400000
多公里	duo1 gong1 li3	35400000
我见过	wo3 jian4 guo4	35400000
加权	jia1 quan2	35400000
好机会	hao3 ji1 hui4	35400000
认得	ren4 de5	35400000
一条路	yi1 tiao2 lu4	35400000
才看	cai2 kan4	35400000
怕死	pa4 si3	35400000
交集	jiao1 ji2	35400000
下班了	xia4 ban1 le5	35400000
事态	shi4 tai4	35400000
设么	she4 me5	35400000
没几个	mei2 ji3 ge4	35400000
你注意	ni3 zhu4 yi4	35400000
长处	chang2 chu4	35400000
他说我	ta1 shuo1 wo3	35400000
参差	cen1 ci1	35400000
你这不	ni3 zhe4 bu4	35400000
我就去	wo3 jiu4 qu4	35400000
你也会	ni3 ye3 hui4	35400000
开始使用	kai1 shi3 shi3 yong4	35400000
纵然	zong4 ran2	35400000
不日	bu4 ri4	35400000
无所谓了	wu2 suo3 wei4 le5	35400000
回去吧	hui2 qu4 ba1	35400000
离不了	li2 bu4 liao3	35400000
问来	wen4 lai2	35400000
她喜欢	ta1 xi3 huan1	35400000
说开了	shuo1 kai1 le5	35400000
防尘塞	fang2 chen2 sai1	35400000
内胆包	nei4 dan3 bao1	35400000
送礼物	song4 li3 wu4	35400000
围在	wei2 zai4	35400000
性状	xing4 zhuang4	35400000
他拿	ta1 na2	35400000
头么	tou2 me5	35400000
区总	qu1 zong3	35400000
三会	san1 hui4	35400000
也开	ye3 kai1	35400000
还行吧	hai2 xing2 ba1	35300000
上班时间	shang4 ban1 shi2 jian1	35300000
有真相	you3 zhen1 xiang1	35300000
菜馆	cai4 guan3	35300000
英语四级	ying1 yu3 si4 ji2	35300000
十五年	shi2 wu3 nian2	35300000
洪山	hong2 shan1	35300000
就职	jiu4 zhi2	35300000
前传	qian2 zhuan4	35300000
棒棒糖	bang4 bang4 tang2	35300000
低位	di1 wei4	35300000
专治	zhuan1 zhi4	35300000
选美	xuan3 mei3	35300000
迷人的	mi2 ren2 de5	35300000
防寒	fang2 han2	35300000
木棉	mu4 mian2	35300000
军舰	jun1 jian4	35300000
推手	tui1 shou3	35300000
护膝	hu4 xi1	35300000
金边	jin1 bian1	35300000
请客	qing3 ke4	35300000
未完	wei4 wan2	35300000
停放	ting2 fang4	35300000
鬼神	gui3 shen2	35300000
换不	huan4 bu4	35300000
放肆	fang4 si4	35300000
缩减	suo1 jian3	35300000
口子	kou3 zi3	35300000
北京城	bei3 jing1 cheng2	35300000
一年四季	yi1 nian2 si4 ji4	35300000
有压力	you3 ya1 li4	35300000
喜欢听	xi3 huan1 ting1	35300000
深造	shen1 zao4	35300000
润喉	run4 hou2	35300000
只眼	zhi1 yan3	35300000
第二名	di4 er4 ming2	35300000
多很多	duo1 hen3 duo1	35300000
你哦	ni3 o4	35300000
匮乏	kui4 fa2	35300000
特殊要求	te4 shu1 yao1 qiu2	35300000
学得	xue2 de2	35300000
余下	yu2 xia4	35300000
有原因	you3 yuan2 yin1	35300000
不假	bu4 jia3	35300000
有把握	you3 ba3 wo4	35300000
放回	fang4 hui2	35300000
就过去	jiu4 guo4 qu4	35300000
守在	shou3 zai4	35300000
就有个	jiu4 you3 ge4	35300000
看扁	kan4 bian3	35300000
她带	ta1 dai4	35300000
他多	ta1 duo1	35300000
要怕	yao4 pa4	35300000
广度	guang3 du4	35300000
学去	xue2 qu4	35300000
薄利多销	bo2 li4 duo1 xiao1	35200000
通辽	tong1 liao2	35200000
注射液	zhu4 she4 ye4	35200000
技校	ji4 xiao4	35200000
文化节	wen2 hua4 jie2	35200000
六人	liu4 ren2	35200000
奥林巴斯	ao4 lin2 ba1 si1	35200000
游乐场	you2 le4 chang3	35200000
高配	gao1 pei4	35200000
私立	si1 li4	35200000
受孕	shou4 yun4	35200000
返程	fan3 cheng2	35200000
月球	yue4 qiu2	35200000
守则	shou3 ze2	35200000
酵母	jiao4 mu3	35200000
能加	neng2 jia1	35200000
读报	du2 bao4	35200000
海浪	hai3 lang4	35200000
个人意见	ge4 ren2 yi4 jian4	35200000
我是谁	wo3 shi4 shei2	35200000
我是谁	wo3 shi4 shui2	35200000
神马的	shen2 ma3 de5	35200000
议价	yi4 jia4	35200000
跌落	die1 luo4	35200000
选对	xuan3 dui4	35200000
看多	kan4 duo1	35200000
载人	zai4 ren2	35200000
上集	shang4 ji2	35200000
尾翼	wei3 yi4	35200000
女司机	nv3 si1 ji1	35200000
脂肪酸	zhi1 fang2 suan1	35200000
配图	pei4 tu2	35200000
发火	fa1 huo3	35200000
耕耘	geng1 yun2	35200000
专一	zhuan1 yi1	35200000
吹过	chui1 guo4	35200000
刀子	dao1 zi3	35200000
弱者	ruo4 zhe3	35200000
在想什么	zai4 xiang3 shen2 me5	35200000
要叫	yao4 jiao4	35200000
很有趣	hen3 you3 qu4	35200000
新德里	xin1 de2 li3	35200000
你回	ni3 hui2	35200000
哗啦	hua1 la1	35200000
留存	liu2 cun2	35200000
敢在	gan3 zai4	35200000
厌烦	yan4 fan2	35200000
糊状	hu2 zhuang4	35200000
我肯定	wo3 ken3 ding4	35200000
这个事情	zhe4 ge4 shi4 qing2	35200000
临走	lin2 zou3	35200000
说不出话	shuo1 bu4 chu1 hua4	35200000
告诉他们	gao4 su4 ta1 men5	35200000
便把	bian4 ba3	35200000
九尾	jiu3 wei3	35200000
吃家	chi1 jia1	35200000
养不	yang3 bu4	35200000
多行	duo1 hang2	35200000
多行	duo1 xing2	35200000
特种部队	te4 zhong3 bu4 dui4	35100000
短租	duan3 zu1	35100000
鹤壁	he4 bi4	35100000
名表	ming2 biao3	35100000
山大	shan1 da4	35100000
自幼	zi4 you4	35100000
龙井	long2 jing3	35100000
今天去	jin1 tian1 qu4	35100000
神兵	shen2 bing1	35100000
世界末日	shi4 jie4 mo4 ri4	35100000
蝎子	xie1 zi3	35100000
终结者	zhong1 jie2 zhe3	35100000
你怎么看	ni3 zen3 me5 kan4	35100000
高桥	gao1 qiao2	35100000
订婚	ding4 hun1	35100000
罐装	guan4 zhuang1	35100000
安装后	an1 zhuang1 hou4	35100000
五层	wu3 ceng2	35100000
公共汽车	gong1 gong4 qi4 che1	35100000
网评	wang3 ping2	35100000
雷雨	lei2 yu3	35100000
一家三口	yi1 jia1 san1 kou3	35100000
交不了	jiao1 bu4 le5	35100000
凹陷	ao1 xian4	35100000
认识我	ren4 shi2 wo3	35100000
没感觉	mei2 gan3 jue2	35100000
骄傲的	jiao1 ao4 de5	35100000
过啊	guo4 a1	35100000
重病	zhong4 bing4	35100000
傻眼	sha3 yan3	35100000
牵动	qian1 dong4	35100000
煮熟	zhu3 shu2	35100000
就起	jiu4 qi3	35100000
赌钱	du3 qian2	35100000
忧心	you1 xin1	35100000
不要我	bu4 yao4 wo3	35100000
在先	zai4 xian1	35100000
跳起来	tiao4 qi3 lai2	35100000
想她	xiang3 ta1	35100000
让给	rang4 gei3	35100000
翻阅	fan1 yue4	35100000
如果你们	ru2 guo3 ni3 men5	35100000
那群	na4 qun2	35100000
说的好	shuo1 de5 hao3	35100000
浓重	nong2 zhong4	35100000
放好	fang4 hao3	35100000
支付给	zhi1 fu4 gei3	35100000
高耸	gao1 song3	35100000
则无	ze2 wu2	35100000
不看了	bu4 kan4 le5	35100000
路过了	lu4 guo4 le5	35100000
多了去了	duo1 le5 qu4 le5	35100000
按摩椅	an4 mo2 yi3	35100000
开点	kai1 dian3	35100000
我妈的	wo3 ma1 de5	35100000
御龙	yu4 long2	35100000
那就是了	na4 jiu4 shi4 le5	35100000
水利水电	shui3 li4 shui3 dian4	35100000
花么	hua1 me5	35100000
来要	lai2 yao4	35100000
去家	qu4 jia1	35100000
无闻	wu2 wen2	35100000
泪流满面	lei4 liu2 man3 mian4	35000000
共产主义	gong4 chan3 zhu3 yi4	35000000
需要时间	xu1 yao4 shi2 jian1	35000000
交房	jiao1 fang2	35000000
硬座	ying4 zuo4	35000000
道家	dao4 jia1	35000000
跑酷	pao3 ku4	35000000
二度	er4 du4	35000000
鲫鱼	ji4 yu2	35000000
早春	zao3 chun1	35000000
巾帼	jin1 guo2	35000000
作废	zuo4 fei4	35000000
问责	wen4 ze2	35000000
弓箭	gong1 jian4	35000000
芹菜	qin2 cai4	35000000
无瑕	wu2 xia2	35000000
庄子	zhuang1 zi3	35000000
挖出	wa1 chu1	35000000
再出	zai4 chu1	35000000
群里	qun2 li3	35000000
遗弃	yi2 qi4	35000000
角逐	jue2 zhu2	35000000
歌会	ge1 hui4	35000000
城内	cheng2 nei4	35000000
边有	bian1 you3	35000000
加纳	jia1 na4	35000000
好开心	hao3 kai1 xin1	35000000
打伤	da3 shang1	35000000
勾结	gou1 jie2	35000000
认错	ren4 cuo4	35000000
边看	bian1 kan4	35000000
水火	shui3 huo3	35000000
你们看	ni3 men5 kan4	35000000
污垢	wu1 gou4	35000000
迟缓	chi2 huan3	35000000
有女人	you3 nv3 ren2	35000000
我钱	wo3 qian2	35000000
棘手	ji2 shou3	35000000
我号	wo3 hao4	35000000
前车	qian2 che1	35000000
数十万	shu4 shi2 wan4	35000000
敌对	di2 dui4	35000000
徐徐	xu2 xu2	35000000
强求	qiang3 qiu2	35000000
实情	shi2 qing2	35000000
你的家	ni3 de5 jia1	35000000
分出	fen1 chu1	35000000
在我面前	zai4 wo3 mian4 qian2	35000000
显赫	xian3 he4	35000000
很轻	hen3 qing1	35000000
这么有	zhe4 me5 you3	35000000
决不能	jue2 bu4 neng2	35000000
兵马	bing1 ma3	35000000
存有	cun2 you3	35000000
渗入	shen4 ru4	35000000
能给你	neng2 gei3 ni3	35000000
送回	song4 hui2	35000000
言辞	yan2 ci2	35000000
提升到	ti2 sheng1 dao4	35000000
会点	hui4 dian3	35000000
见证了	jian4 zheng4 le5	35000000
再与	zai4 yu3	35000000
立下	li4 xia4	35000000
空旷	kong1 kuang4	35000000
娴熟	xian2 shu2	35000000
尤为重要	you2 wei2 zhong4 yao4	35000000
还只是	hai2 zhi3 shi4	35000000
殊不知	shu1 bu4 zhi1	35000000
你怎么知道	ni3 zen3 me5 zhi1 dao4	35000000
这个么	zhe4 ge4 me5	35000000
非但	fei1 dan4	35000000
跳舞了	tiao4 wu3 le5	35000000
这一生	zhe4 yi1 sheng1	35000000
水不水	shui3 bu4 shui3	35000000
把刀	ba3 dao1	35000000
啥不	sha2 bu4	35000000
卡我	ka3 wo3	35000000
可新	ke3 xin1	35000000
是伐	shi4 fa2	35000000
易购	yi4 gou4	34900000
家庭生活	jia1 ting2 sheng1 huo2	34900000
练习题	lian4 xi2 ti2	34900000
擦了擦	ca1 le5 ca1	34900000
银币	yin2 bi4	34900000
丫丫	ya1 ya1	34900000
斑竹	ban1 zhu2	34900000
带给你	dai4 gei3 ni3	34900000
四款	si4 kuan3	34900000
鬼泣	gui3 qi4	34900000
中院	zhong1 yuan4	34900000
舆情	yu2 qing2	34900000
后院	hou4 yuan4	34900000
疾风	ji2 feng1	34900000
精诚	jing1 cheng2	34900000
春色	chun1 se4	34900000
泡茶	pao4 cha2	34900000
特写	te4 xie3	34900000
定理	ding4 li3	34900000
人鱼	ren2 yu2	34900000
自传	zi4 zhuan4	34900000
夜生活	ye4 sheng1 huo2	34900000
为何要	wei4 he2 yao4	34900000
榻榻米	ta4 ta4 mi3	34900000
壁灯	bi4 deng1	34900000
翻番	fan1 fan1	34900000
加速度	jia1 su4 du4	34900000
梳子	shu1 zi3	34900000
疏散	shu1 san4	34900000
木箱	mu4 xiang1	34900000
突然觉得	tu1 ran2 jue2 de2	34900000
是呀是呀	shi4 ya1 shi4 ya1	34900000
菜系	cai4 xi4	34900000
福气	fu2 qi4	34900000
寄存	ji4 cun2	34900000
我们班	wo3 men5 ban1	34900000
区区	qu1 qu1	34900000
飞过	fei1 guo4	34900000
不落	bu4 luo4	34900000
那么高	na4 me5 gao1	34900000
慢点	man4 dian3	34900000
活该	huo2 gai1	34900000
锻炼身体	duan4 lian4 shen1 ti3	34900000
放个	fang4 ge4	34900000
领馆	ling3 guan3	34900000
上流	shang4 liu2	34900000
几代	ji3 dai4	34900000
有你们	you3 ni3 men5	34900000
出生日期	chu1 sheng1 ri4 qi1	34900000
忠于	zhong1 yu2	34900000
供奉	gong4 feng4	34900000
